7.2263e+05,0.006349,0.006889,0.021674,-0.008986,0.002706,-0.00576,-0.003638
7.2272e+05,0.022348,0.013191,0.031299,0.011931,0.005192,0.000928,0.0031
7.2282e+05,-0.00346,0.01423,-0.001928,-0.000799,0.000329,0.001986,-0.005849
7.2291e+05,-0.000232,0.001377,-0.005965,0.010901,0.002546,-0.040993,-0.00358
7.23e+05,-0.000429,-0.002133,-0.008451,0.005398,-0.014852,-0.028105,-0.007468
7.2309e+05,0.005078,0.005677,-0.008249,-0.000836,0.017723,-0.009697,0.005214
7.2318e+05,-0.015291,-0.005546,-0.000338,-0.001354,0.014102,-0.037176,0.008694
7.2327e+05,-0.09438,-0.0359,-0.078606,-0.050446,-0.017065,-0.10625,-0.009663
7.2336e+05,-0.018166,-0.004328,-0.052982,-0.020885,-0.005232,-0.013561,-0.002336
7.2346e+05,0.055147,0.024619,0.078053,0.04351,0.012915,0.061552,0.00242
7.2355e+05,-0.001687,0.00549,0.000556,0.005451,0.002563,-0.002651,0.001511
7.2364e+05,-0.006094,0.011391,0.008437,0.006876,-0.018531,0.027333,-0.002861
7.2373e+05,-0.012059,0.008281,-0.006447,-0.004496,0.044415,-0.007885,0.00671
7.2382e+05,-0.052113,-0.012338,-0.057071,-0.041167,-0.013615,-0.047491,0.012371
7.2391e+05,-0.036333,-0.00594,-0.051051,-0.011584,-0.012903,-0.040237,0.001396
7.24e+05,-0.008773,-0.004521,-0.018729,-0.01565,-0.028111,0.030616,-0.000687
7.2409e+05,-0.004434,-0.000789,-0.031963,0.001598,-0.025491,-0.004145,0.009104
7.2418e+05,-0.019251,-0.004972,-0.054305,0.002465,-0.014545,-0.029541,0.001179
7.2428e+05,0.028425,0.014714,0.047834,0.030634,-0.018367,0.043939,-0.00854
7.2437e+05,0.03729,0.023847,0.052144,0.030228,-0.004159,0.048339,0.011663
7.2446e+05,0.045312,0.028795,0.052406,0.023899,0.031041,0.059349,0.014438
7.2455e+05,0.025334,0.022459,0.050174,0.015885,0.023051,0.039399,-0.005613
7.2464e+05,0.019774,0.025854,0.050525,0.012336,0.020083,0.041677,0.013095
7.2473e+05,0.014064,0.018194,0.0226,0.006598,0.017786,-0.003803,0.004314
7.2482e+05,0.005876,0.012531,0.01178,-0.006795,0.004865,0.009645,-0.011532
7.2492e+05,0.001635,0.005635,0.001469,-0.009105,-0.025962,-0.00104,0.011808
7.2501e+05,-0.00173,0.0033,-0.002569,-0.00399,0.013743,-0.001902,0.003534
7.251e+05,0.021774,0.006573,-0.005058,0.002678,0.000338,-0.010216,0.001468
7.2519e+05,0.001605,-0.001049,-0.003825,0.002388,-0.010142,0.00663,0.00342
7.2528e+05,2.5e-05,0.00617,0.004291,0.002546,0.00426,0.014486,0.008734
7.2537e+05,0.013494,0.009999,0.0135,0.014316,-0.011977,0.028786,0.006646
7.2546e+05,0.008638,0.010784,-0.008798,0.004724,-0.02744,0.001714,0.00648
7.2555e+05,0.007804,0.00895,0.004466,0.008713,-0.008293,0.026795,0.000978
7.2565e+05,0.007622,0.013475,0.012991,0.018489,0.006185,0.023419,0.008929
7.2574e+05,0.026573,0.009789,0.019525,0.008331,0.008986,0.019499,0.00344
7.2583e+05,0.014893,0.02597,0.022888,0.020645,0.016071,-0.003421,0.015179
7.2592e+05,0.015098,0.017141,0.021108,0.021141,0.015514,0.002344,0.016979
7.2601e+05,0.022319,0.01171,0.043489,0.014707,0.011696,0.037304,0.011044
7.261e+05,-0.004315,0.010299,0.008959,0.001972,0.010905,-0.008035,0.014211
7.2619e+05,0.000833,-0.001692,0.01838,0.004989,0.006812,0.029432,-0.004037
7.2628e+05,-0.00703,0.006473,0.005422,0.005133,0.00837,-0.007856,0.003153
7.2638e+05,0.007591,0.003908,0.016294,0.006344,-0.015867,0.036981,-0.001821
7.2647e+05,0.00389,0.007452,0.001575,0.006693,0.002977,0.02216,-0.001524
7.2656e+05,-0.011177,-0.001076,-0.015306,-0.002241,0.008266,-0.024078,0.000224
7.2665e+05,-0.002347,-0.002968,-0.009251,-0.009163,0.005306,-0.02353,-0.01155
7.2674e+05,-0.001295,0.009101,-0.004952,-0.001893,0.019473,0.001049,0.018546
7.2683e+05,0.015181,0.013456,0.005316,0.011865,-0.00357,-0.001512,0.001513
7.2692e+05,-0.011898,0.006199,0.017511,-0.002512,0.003136,0.019327,0.003396
7.2702e+05,-0.009661,0.003636,0.005719,0.001581,0.007801,-0.016911,0.00997
7.2711e+05,-0.016219,-0.007092,-0.029458,-0.005133,-0.00414,-0.07279,0.000545
7.272e+05,-0.048293,-0.019224,-0.036888,-0.019208,-0.000351,-0.041725,0.000717
7.2729e+05,0.005064,0.002448,0.007808,0.002672,0.007095,0.038682,0.005535
7.2738e+05,0.017016,0.006652,0.029305,0.017039,-0.003222,0.043108,0.006008
7.2747e+05,0.000994,0.003509,0.008274,0.00549,-0.00911,0.016743,-0.000458
7.2756e+05,0.012301,0.000852,0.010398,0.003126,-0.008857,-0.014233,-0.005453
7.2766e+05,0.019751,0.013885,0.027881,0.00976,0.004022,0.061832,0.007541
7.2775e+05,0.007871,0.007637,0.01283,0.000612,0.000342,0.019693,0.006759
7.2784e+05,0.000307,0.008124,0.013997,0.001791,0.013699,0.02617,0.00749
7.2793e+05,0.013306,0.011372,0.019679,0.005306,-0.005425,0.02359,0.000981
7.2802e+05,0.01113,0.004056,0.01048,0.00134,-0.004237,0.004979,-0.005073
7.2811e+05,0.012292,0.002693,0.010443,-0.001019,-0.001836,-0.007908,0.012225
7.282e+05,0.023161,0.007073,0.029185,0.006074,0.007375,0.042095,-0.004226
7.283e+05,0.008522,0.014405,0.023435,0.005342,0.008521,0.023339,0.008802
7.2838e+05,0.030674,0.012419,0.037577,0.01529,0.000417,0.022936,0.012015
7.2848e+05,0.015802,0.006077,0.02639,0.010655,0.006003,0.02109,0.003083
7.2857e+05,0.01448,0.015695,0.038369,0.010778,0.005497,0.022453,0.009838
7.2866e+05,-0.000258,0.009531,0.022456,0.006583,0.000352,0.006176,0.004627
7.2875e+05,-0.014267,0.005385,0.007607,-0.006772,0.008274,-0.009179,0.003007
7.2884e+05,0.008349,0.011618,0.017121,-0.015373,0.008532,0.00436,0.010624
7.2893e+05,0.014692,0.009337,0.030798,-0.005763,-0.005782,0.00946,-0.001907
7.2902e+05,-0.000341,0.005045,0.02457,-0.011071,0.010817,-0.014974,0.005355
7.2912e+05,0.02935,0.011572,0.032258,0.01083,0.009362,0.04337,0.002893
7.2921e+05,0.015877,0.013608,0.029007,0.008518,-0.009138,0.014417,-0.005171
7.293e+05,0.009254,0.016404,0.023168,0.011411,0.001122,-0.004494,0.013894
7.2939e+05,0.005901,0.02077,0.034384,0.017071,-0.002147,0.023393,0.002835
7.2948e+05,0.013813,0.014291,0.032984,0.006495,-0.005215,0.002048,0.002418
7.2957e+05,0.00829,0.017686,0.034553,0.013177,0.014924,0.033669,0.013406
7.2966e+05,0.017701,0.023021,0.04264,0.010482,-0.006244,0.040382,0.017409
7.2976e+05,0.016929,0.006597,0.021035,0.000714,0.001608,0.010813,-0.001053
7.2985e+05,0.008107,0.013037,0.004096,-0.000822,0.011427,-0.006453,0.010106
7.2994e+05,0.00786,0.013834,0.018388,-0.004539,-0.007409,0.004306,-0.000592
7.3003e+05,0.01471,0.007631,0.044518,-0.004967,-0.006023,0.05531,-0.01561
7.3012e+05,-0.000474,0.011655,0.025795,0.00889,-0.002039,0.009193,0.009907
7.3021e+05,-0.000904,0.009105,0.028791,0.006232,-2.9e-05,0.017013,-0.004025
7.303e+05,0.008098,0.008318,0.027945,0.001217,0.008504,0.013006,-0.006885
7.3039e+05,0.019422,0.01463,0.025967,0.017944,0.005716,0.025399,0.020852
7.3049e+05,0.013683,0.01172,0.027889,-0.005173,0.001554,0.013171,-0.008654
7.3058e+05,-0.00556,0.01509,0.022188,-0.001564,0.006184,0.005434,0.011405
7.3067e+05,-0.007585,-0.002691,0.010133,-0.02329,-0.00105,-0.023081,0.002748
7.3076e+05,-0.011716,-0.004991,-0.006016,-0.014308,0.014878,-0.02601,0.008991
7.3085e+05,-0.013159,-0.014966,-0.02293,-0.021888,-0.010287,-0.030891,-0.000708
7.3094e+05,-0.011477,-0.020794,-0.012699,-0.023651,-0.006427,0.020336,-0.005428
7.3103e+05,-0.01477,-0.008802,-0.0228,-0.004663,-0.013031,-0.006727,-0.005945
7.3112e+05,-0.015432,-0.010906,-0.019805,-0.006,-0.001887,0.002576,0.004425
7.3122e+05,0.009404,-0.000141,0.019358,0.009489,0.003663,0.027954,0.005469
7.3131e+05,0.016397,0.01806,0.03146,0.024806,0.011567,0.030273,-0.000766
7.314e+05,-0.001233,0.007247,0.01385,0.006068,-0.003907,0.017177,-0.00015
7.3149e+05,0.000558,0.006306,0.000275,-0.00345,-0.007804,-0.00088,-0.001452
7.3158e+05,-0.008155,0.008243,0.006275,-0.005844,0.010487,0.002263,0.012147
7.3167e+05,-0.00587,-0.009207,-0.003345,-0.009984,-0.013503,-0.00775,-0.004377
7.3176e+05,0.005506,0.002154,0.014164,-0.00724,0.00485,0.030478,-0.001229
7.3186e+05,0.013516,0.006787,0.0286,0.007061,0.004165,0.010727,-0.002654
7.3195e+05,0.002488,0.007232,0.014788,-0.000877,0.004332,0.008357,0.004768
7.3204e+05,0.003955,0.00834,0.013416,0.01094,-0.001357,-0.018877,0.00661
7.3213e+05,0.008815,0.00758,0.013382,0.016806,-0.014164,-0.010149,0.001498
7.3222e+05,0.008781,0.008482,0.021204,0.017322,0.013116,0.015533,0.011358
7.3231e+05,0.011976,0.01595,0.017326,0.011317,0.0068,0.003226,0.012232
7.324e+05,0.011395,0.007227,0.0033,-0.00717,0.000993,-0.014716,0.010402
7.3249e+05,0.009311,-0.000284,0.007513,-0.031006,-0.028177,0.010628,0.005306
7.3259e+05,0.036749,0.010101,0.024495,-0.011151,-0.014166,0.018582,-0.001345
7.3268e+05,0.007587,0.006594,0.012433,0.025602,0.017694,-0.010251,-0.002462
7.3277e+05,-0.015731,0.000995,0.002436,-0.006963,0.018529,-0.001651,0.006959
7.3286e+05,-0.00867,-0.00272,0.001681,0.008614,0.009095,-0.020948,0.003434
7.3295e+05,-0.006996,7.6e-05,-0.001018,0.01118,-0.003354,0.001742,0.003515
7.3304e+05,0.005978,0.009518,0.017411,0.019529,0.004608,0.010236,0.002194
7.3313e+05,0.006759,0.008644,0.023019,0.014748,0.00516,0.026532,-0.004851
7.3322e+05,-0.005462,-0.008997,0.007064,0.000471,0.007013,-0.011749,-0.000403
7.3332e+05,-0.013615,0.002148,0.010675,0.004027,0.008345,-0.015748,-0.014266
7.3341e+05,-0.015978,-0.006176,-0.000783,-0.01904,0.002436,-0.042877,-0.003373
7.335e+05,-0.04039,-0.019615,-0.012464,-0.027922,0.005123,-0.044207,-0.011389
7.3359e+05,-0.036441,-0.024528,-0.029662,-0.059611,-0.026595,-0.062044,-0.015301
7.3368e+05,-0.093346,-0.049542,-0.098209,-0.060088,0.011995,-0.07361,-0.002954
7.3377e+05,-0.12167,-0.059055,-0.12923,-0.041901,-0.01004,-0.14145,-0.014623
7.3386e+05,-0.05128,-0.020353,-0.062124,0.009872,-0.020426,-0.019832,-0.015223
7.3396e+05,0.002024,0.001844,0.037571,0.019214,0.004995,0.10038,-0.006218
7.3405e+05,-0.012429,0.017492,0.037923,0.023978,0.007435,0.01953,0.002534
7.3414e+05,0.015406,0.010366,0.049173,0.011865,0.022957,-0.000787,-0.00461
7.3423e+05,0.048685,0.012289,0.051281,0.016982,0.005143,0.021399,-0.003176
7.3432e+05,0.006298,0.003865,0.026764,0.00834,0.018559,0.016281,0.00358
7.3441e+05,0.004744,0.003009,0.019554,-0.004331,0.006011,-0.005995,0.000345
7.345e+05,-0.012206,0.00326,0.025093,-0.00288,-0.005472,0.032666,-0.000217
7.3459e+05,0.012157,-0.001684,0.009011,-0.012563,0.010724,-0.014492,0.004549
7.3468e+05,0.013107,0.004442,0.011513,-0.002857,0.014453,0.02224,0.005265
7.3478e+05,0.006203,-0.005394,0.01556,0.00113,0.021442,0.010729,-0.012914
7.3487e+05,0.026879,0.00558,0.023142,0.003416,0.008711,0.015496,-0.017424
7.3496e+05,0.005542,0.010513,0.0052,-0.008395,0.015015,-0.006961,0.002225
7.3505e+05,-0.011101,-0.001633,-0.004664,0.003368,0.011164,-0.016547,0.000678
7.3514e+05,0.010196,0.001727,0.009543,0.012257,0.015271,0.012407,-0.005165
7.3524e+05,0.023732,0.005558,0.011057,0.002834,0.01127,0.033397,0.000589
7.3532e+05,-0.004577,0.006553,-0.000278,0.001031,0.013744,0.017028,-0.001421
7.3542e+05,0.006228,0.00445,0.006344,-0.002285,0.013105,0.004763,-0.006081
7.3551e+05,0.009786,0.006139,0.014458,-0.006781,0.01521,0.028967,0.003112
7.356e+05,0.00388,0.002815,0.002886,-0.008729,0.025425,-0.007501,-0.002168
7.3569e+05,0.016844,0.001826,0.019841,0.000273,0.026621,0.020945,0.0008
7.3578e+05,0.017817,0.001883,0.012131,0.001836,0.013031,0.010263,-0.005683
7.3587e+05,0.004797,0.004481,0.000931,0.00736,0.022939,0.011855,0.007789
7.3596e+05,-0.006929,-0.002108,-0.008662,-0.000988,-0.000555,-0.009563,0.009166
7.3606e+05,-0.000525,-0.000385,-0.003486,0.005292,-0.022495,0.022075,-0.008473
7.3615e+05,0.002213,-0.000778,0.003932,-0.003988,0.002942,0.022906,0.008301
7.3624e+05,0.016692,0.006214,-0.004937,0.008526,-0.03268,0.002273,-0.013256
7.3633e+05,-0.000351,-0.002166,-0.007831,0.004746,-0.02396,0.009309,0.002433
7.3642e+05,-0.008901,-0.007152,-0.003076,-0.0071,-0.008577,-0.00086,0.003514
